item,frequency,strokes,log10_frequency,mean_rt_ms,median_rt_ms,trials
炮,17.7465,9,1.2491127134154203,697.8048214283253,602.5899999993856,28
炯,0.0815,9,-1.0888423912600234,774.2133333330277,709.819999998319,24
炳,0.0445,9,-1.3516399890190685,838.2242592597792,731.854999999981,27
炷,0.0371,9,-1.4306260903849541,768.567999999112,663.5249999993109,10
炸,51.1638,9,1.7089627926038031,709.8117857145706,638.4699999997974,28
点,1390.089,9,3.1430426067084225,605.936724138328,526.77499999851,29
炼,0.5115,9,-0.29115436195182104,668.0269642859639,648.1399999993155,28
烁,0.2817,9,-0.5502131530142267,752.7683999994573,729.045000000042,25
烂,54.381,9,1.7354471894686347,604.7426785716872,592.652500001306,28
烈,8.7843,10,0.9437071593145495,605.9474137934411,564.810000000754,29
烘,0.7339,10,-0.13436311230037135,718.6709615385184,631.8925000005405,26
烙,0.3039,10,-0.5172692999200571,794.5442307694889,750.6325000023935,26
烛,0.1557,10,-0.8077113874318796,709.4512962965172,655.430000006163,27
烟,39.8814,10,1.6007703954170174,635.795535714468,590.5250000000235,28
烤,39.533,10,1.596959772450969,642.5297916662457,638.607499999227,24
烦,145.5893,10,2.163129457932275,631.0406896548631,640.835000000428,29
烧,98.5545,10,1.9936764589609783,645.0887037038208,652.164999999572,27
烩,0.1927,10,-0.715118285344547,771.8803703709204,676.289999995846,27
烫,25.3818,10,1.404522417693588,685.8879629636239,639.200000001118,27
烬,0.0222,10,-1.6536470255493614,851.1461538462892,778.3249999993715,26
热,149.1475,10,2.173615978145254,580.998103448009,550.10000000149,29
烹,0.0815,11,-1.0888423912600234,863.1345652176934,734.470000000088,23
焉,1.1861,11,0.07412130590629785,624.3077777780495,590.935000000172,27
焊,0.6746,11,-0.17095366314681737,776.9626785714975,689.1049999999815,28
焕,0.1334,11,-0.8748441704194698,718.3879310346197,643.400000000838,29
焖,0.5486,11,-0.2607441967314894,820.6465217395172,807.60999999987,23
焗,0.3113,11,-0.5068208793174847,931.5808695647152,930.755000001285,23
焦,2.9429,12,0.4687755049857644,633.8805172415713,618.559999995399,29
焰,5.6412,12,0.7513714972358774,730.2313793101894,620.994999997318,29
然,9.533,12,0.9792295930221553,621.2789285713044,591.7050000019369,28
煅,0.0148,13,-1.8297382846050425,941.7475000009675,786.1199999997625,6
煌,0.0371,13,-1.4306260903849541,728.1149999996911,690.70499999891,25
煎,19.0734,13,1.2804281167283402,602.8180357148293,582.9074999984584,28
煞,0.9933,13,-0.002919564528269182,707.8219230768872,668.9624999999065,26
煤,3.7658,13,0.5758572511020854,670.6708620688748,636.320000000764,29
照,76.9681,13,1.8863107658929825,700.197407407017,650.66499999736,27
煨,0.0667,13,-1.175874166083451,831.9190625000933,748.5149999991991,16
煮,64.381,12,1.8087577180953083,635.4125862069305,612.699999999255,29
煲,1.1342,13,0.05468964294997992,741.8667307690797,700.3975000025234,26
煸,0.1038,13,-0.9838026464875609,988.7242307693981,945.14000000339,13
煽,0.7042,14,-0.15230397926583453,744.0790476190591,710.159999998752,21
熄,0.8525,14,-0.06930561233546464,689.8642592593775,666.384999996983,27
熊,47.235,14,1.674263919692225,630.3419230765016,614.789999998757,26
熏,8.1913,14,0.9133528319219636,606.3162500000492,571.3649999997581,28
熙,0.4893,14,-0.31042478424006176,779.2439285717949,677.2175000004935,28
熟,43.1357,15,1.6348368501001223,608.2131034481713,600.94,29
熨,0.7709,15,-0.11300195432890062,1023.354999999839,955.4999999993015,18
熬,49.0067,15,1.6902554590920529,661.2153448277093,625.034999997355,29
熵,0.0519,15,-1.2848326421515421,925.6841666670663,849.537500002014,24
熹,0.0148,16,-1.8297382846050425,863.5545833333027,784.8249999988185,24
燃,4.4626,16,0.6495879611004386,694.5862068966061,682.220000000671,29
燕,7.5315,16,0.8768814804300282,627.1982142854748,590.062499999418,28
燥,0.6227,17,-0.20572113427859998,738.326607142579,660.4500000007099,28
燮,0.0297,17,-1.5272435506827877,966.5073333334659,947.274999998626,15
爆,46.3454,19,1.6660066348395932,736.1430769225864,703.7699999986214,26
爪,6.9904,4,0.8445020273654933,631.8183333335435,564.27000000258,27
爬,63.4322,8,1.8023097741641552,743.1684615381707,641.5574999992965,26
爰,0.0519,9,-1.2848326421515421,812.1562500006985,803.1375000011175,4
爱,2042.6093,10,3.310185304918937,619.2290740740938,585.905000000028,27
爵,0.4967,17,-0.30390584000477666,688.25583333344,686.1249999996505,24
父,18.6879,4,1.2715605015044167,545.8941379308848,517.584999999497,29
爷,4.4996,6,0.6531739081055637,623.7413793102461,595.919999999925,29
爸,187.917,8,2.2739660705328233,573.5968965520273,564.80000000447,29
爹,91.3195,10,1.9605635249400173,661.9712068962439,649.810000002617,29
爽,36.212,11,1.5588525116984573,632.2810344823821,590.370000001509,29
片,199.3625,4,2.2996434710535,574.4108928569935,556.1024999989315,28
版,815.6042,8,2.9114794535358812,697.710535714325,671.207499999611,28
牌,35.8117,12,1.5540249376858823,650.7836000000572,627.384999999776,25
牙,29.8295,4,1.4746459738092352,546.5477586203347,535.130000000354,29
牛,132.1794,4,2.1211637761523523,531.6336206895952,500.909999998868,29
牟,0.0667,6,-1.175874166083451,717.542115384507,675.367499996326,26
牡,2.0608,7,0.3140358456797181,818.2838636360248,742.5675000011105,22
牢,10.0815,7,1.0035251544564605,595.4396551718626,594.084999999963,29
牧,2.4759,8,0.39373309982900845,656.8700000001437,600.520000000019,29
物,31.275,8,1.4951973183654577,639.0177999995858,617.9300000004,25
牵,39.192,9,1.5931974264482742,652.2970689653044,597.394999997225,29
特,75.6338,10,1.878715920805639,721.3529545453715,647.0550000031944,22
牺,0.0222,10,-1.6536470255493614,796.3203571428813,733.5500000008615,28
犀,0.3558,12,-0.4487940562520938,788.494642857545,707.1649999997755,28
犁,0.1927,11,-0.715118285344547,832.9382142861689,754.6849999963305,28
犟,0.2001,16,-0.6987529113637886,974.1645454553345,938.034999999218,11
犬,13.5508,4,1.1319649354561458,621.8319230759829,564.91749999905,26
犯,59.5923,5,1.7751901476001852,572.851785713847,594.3374999984726,28
状,3.5285,7,0.5475901217701528,639.3308620685036,614.690000002156,29
犹,5.1668,7,0.7132216509055503,647.7343103448443,623.709999999963,29
狂,72.4759,7,1.860193617095084,603.4684615387232,603.2899999974179,26
狄,1.8384,7,0.26444001134420997,763.9361111105601,633.474999994971,27
狐,2.4907,8,0.3963214207557977,746.2098076921055,672.2199999995065,26
狒,0.0222,8,-1.6536470255493614,799.9324999996637,761.6175000001681,26
狗,241.5419,8,2.3829924781947742,628.2846428568154,575.947499997681,28
狙,0.1705,8,-0.7682756166714835,704.7143999997667,651.169999997132,25
狞,0.0148,8,-1.8297382846050425,740.8113636366534,678.2125000008384,22
狠,43.3062,9,1.636550077254788,703.6406896554882,654.200000000186,29
狡,0.0148,9,-1.8297382846050425,680.5768749995209,611.7400000011551,24
独,10.4299,9,1.0182801445093317,644.3894827590779,585.22499999986,29
狮,8.6064,9,0.9348215269377701,658.1833333331979,643.574999998324,27
狱,4.2847,9,0.6319204195134442,748.1685999999083,676.464999999385,25
狸,0.0741,10,-1.1301817920206718,671.5175862066536,630.975000000093,29
狼,71.0304,10,1.8514442603612515,653.715689655231,609.29999999702,29
猎,2.4314,11,0.38585641236141455,665.502500000541,651.9324999998789,28
猛,28.9918,11,1.4622751800255553,659.1035185178938,621.520000000484,27
猜,254.5515,11,2.4057756605554568,640.645517242112,626.615000001155,29
猩,0.0741,12,-1.1301817920206718,737.6475000003659,633.772499997751,28
猪,160.7042,11,2.2060272271864196,606.1137037034464,610.085000000196,27
猫,197.1683,11,2.294837091935152,660.8562500003005,606.0050000014014,28
献,5.9303,13,0.7730766638615685,646.9833928572209,628.9550000001325,28
猴,3.2839,12,0.5163899236881365,659.1261111113342,604.964999999967,27
獒,0.1038,15,-0.9838026464875609,925.5496153844507,866.294999999925,13
獭,0.0445,16,-1.3516399890190685,1000.4716666673304,881.0300000004935,18
玄,0.9118,5,-0.04010041213405646,636.9127586209034,582.545000000158,29
率,5.96,11,0.7752462597402364,671.7671153843493,659.9649999996179,26
玉,8.258,5,0.9168748785386833,567.4698214291265,560.339999999851,28
王,150.9859,4,2.178936392073874,568.3225862066992,541.774999997811,29
玑,0.6004,6,-0.22155931642876717,980.5841176480993,891.350000005681,17
玖,0.0667,7,-1.175874166083451,869.0171739132659,823.675000000047,23
玛,3.3506,7,0.5251225841582488,791.6410869566478,708.989999999059,23
玩,992.1423,8,2.9965739661790387,751.7186666663582,714.055000003893,15
玫,0.1853,8,-0.7321245806811024,740.1307142860566,667.3424999995625,28
环,13.0541,8,1.1157469352545377,702.2462499999842,670.399999999674,24
现,51.0007,8,1.7075761369616822,745.4147058821742,634.805000000633,17
玲,0.7116,9,-0.14776406058811256,738.7016071425228,690.3375000001399,28
玷,0.0148,9,-1.8297382846050425,773.645833333304,675.197499999544,12
玺,0.6301,10,-0.20059052038487318,819.2088000004075,764.0449999962,25
玻,0.7932,9,-0.10061729446673492,770.0874999996743,716.5375000013445,22
珂,0.2224,9,-0.6528652170899801,779.2868181816028,718.2574999998325,22
珉,0.3113,9,-0.5068208793174847,877.9796666677031,829.540000000969,15
珊,1.2083,9,0.0821747754846664,786.2859523808414,786.729999999981,21
珍,2.3128,9,0.3641380786626015,639.1123214291543,593.827499999781,28
珞,0.0222,10,-1.6536470255493614,880.0102777769107,772.0399999998044,18
珠,23.3729,10,1.368712600961363,669.8885714287171,663.0299999996785,28
班,119.9407,10,2.078966579146168,631.1503571433631,604.5399999984074,28
球,106.7383,11,2.028320281599491,748.3220370371018,703.755000002275,27
理,50.3484,11,1.7019856738526569,809.8666666668821,683.619999999879,21
琉,0.5115,10,-0.29115436195182104,852.0538636364205,781.885000000766,22
琐,0.089,11,-1.0506099933550872,765.3364814814736,721.805000000983,27
琛,0.0297,12,-1.5272435506827877,902.3757500008184,847.490000000253,20
琢,0.0371,12,-1.4306260903849541,946.1123999995807,793.910000000324,25
琦,0.2298,12,-0.6386499756477336,800.2563636368195,738.3974999992645,22
琪,1.3047,12,0.1155106623849984,705.0142592589185,674.009999998845,27
琳,2.0904,12,0.3202293967192692,780.5854761901759,728.770000001416,21
琴,6.212,12,0.7932314470565209,665.2859259256132,610.059999999969,27
琵,0.1705,12,-0.7682756166714835,669.082222221439,635.030000000261,27
琼,2.4611,12,0.3911292604179023,704.9425000005577,660.5149999998685,26
瑜,2.0015,13,0.3013555944411239,811.6553846156816,721.2999999993481,26
瑞,14.7961,13,1.170147257848914,763.6841999996662,679.814999999479,25
瑟,2.6019,13,0.4152906011099827,659.0475000001647,633.7750000020606,28
瑭,0.0222,14,-1.6536470255493614,1006.6399999988648,878.6849999978145,4
瑶,0.2372,14,-0.624885315307775,702.6690384616049,637.555000002038,26
璐,0.2076,17,-0.6827726508235797,825.8271428570467,812.664999997709,21
璜,0.1186,16,-0.9259153109717562,1173.2395833330663,1164.46250000081,12
璞,0.0222,16,-1.6536470255493614,803.9922916664681,783.2750000008384,24
璧,0.089,18,-1.0506099933550872,763.981296295739,653.384999997797,27
瓜,8.3099,5,0.9195957975856152,626.965714286196,561.0950000009035,28
瓢,0.1483,16,-0.828858848971618,809.3803703704898,711.315000000526,27
瓣,3.5137,19,0.5457646786429337,862.49458333338,786.200000000419,24
瓤,0.0519,22,-1.2848326421515421,925.888749999093,861.187499999651,16
瓦,9.103,5,0.9591845427311915,649.1364285709601,584.447499998525,28
瓶,69.6961,11,1.8432084768660544,734.5736538463469,660.025000001682,26
瓷,0.3262,11,-0.486516043295743,707.858620689783,658.940000001108,29
甘,87.1979,5,1.9405060258798832,599.2641379319144,589.695000002626,29
甚,17.2646,9,1.2371565207216642,638.9567241380835,599.334999998973,29
甜,75.6412,11,1.8787584100360954,629.8703448280074,592,29
生,288.5174,5,2.4601720098526303,559.1006896556419,542.20999999973,29
甥,0.0667,12,-1.175874166083451,924.4455882365047,840.030000000261,17
用,1288.1838,5,3.1099778332340784,551.1622413786471,527.735,29
甩,23.4322,5,1.3698130655071756,623.4678846153045,607.300000001473,26
甫,0.4225,7,-0.37417328671428884,705.1441071435777,668.665000001085,28
甬,0.0222,7,-1.6536470255493614,863.5645238094949,791.02499999851,21
甭,0.6894,9,-0.1615287209280712,839.6279166658089,716.1599999999165,24
田,19.3032,5,1.285629310414148,570.8305172408079,551.045000000158,29
由,199.3477,5,2.2996112292982844,546.5317241381327,520.199999998789,29
甲,40.5337,5,1.6078162488500254,572.4186206902377,583.11999999918,29
申,1.831,5,0.26268834430169646,564.1133928570905,563.4500000049591,28
电,54.04,5,1.7327153403499929,560.0675862064456,539.785000000848,29
男,240.0519,7,2.3803051477400943,605.9473214291739,543.4049999998535,28
甸,0.089,7,-1.0506099933550872,809.0998076925183,685.525000000838,26
町,0.5189,7,-0.28491632930507277,891.7663888884475,877.8624999978056,18
画,307.1016,8,2.487282079124153,576.0480357141786,583.9575000004845,28
畅,8.7917,8,0.9440728601971146,667.9448275858845,645.130000000005,29
界,9.7405,9,0.9885812506843186,685.8325999996813,568.980000003707,25
畏,3.5508,9,0.5503262112082579,623.9227586201956,601.730000002193,29
畔,5.1594,10,0.7125991993326137,749.5733333333683,706.447500000315,24
留,162.0089,10,2.2095388732754615,540.9766071428187,527.997500000056,28
畜,3.1134,10,0.49323492107857086,621.0675925921666,573.299999999814,27
略,39.8666,11,1.6006091986871693,695.3135714284604,655.9874999984165,28
畦,0.0148,11,-1.8297382846050425,892.0560526318607,756.180000000168,19
番,38.9177,12,1.5901471659533504,636.4748214284499,613.142500000307,28
畸,0.1705,13,-0.7682756166714835,905.9319047614665,752.094999999972,21
疆,0.3188,19,-0.4964816872759253,914.997599999503,753.535,25
疏,1.0749,11,0.03136806288577301,742.9642857138878,691.9625000011586,28
疑,4.8258,14,0.6835693190861857,624.4855769228072,609.3874999988475,26
疗,0.934,7,-0.029653123769906618,649.8181481479033,629.994999999646,27
疚,0.0148,8,-1.8297382846050425,848.1772500000955,734.0250000001395,20
疡,0.0148,8,-1.8297382846050425,1012.6664999991452,1028.824999999955,10
疤,2.1794,9,0.3383369465610725,649.2281481478022,647.650000002584,27
疮,0.2595,9,-0.5858626378155234,719.0811111112881,666.394999999553,27
疯,135.9081,9,2.133245341062685,650.6706896548817,611.554999999527,29
疱,0.1038,10,-0.9838026464875609,756.4932608693287,728.960000000428,23
疲,1.4826,10,0.171023995785723,702.9821428579452,681.4999999997669,28
疵,0.0148,11,-1.8297382846050425,839.9760714280546,798.8999999998484,14
疼,144.7961,10,2.1607568645455943,654.4162500001141,604.6475000018836,28
疾,0.4744,10,-0.3238553196437938,698.3084482758622,621.015000000596,29
痂,0.0593,10,-1.2269453066357374,996.5854347831457,841.270000004442,23
病,93.8992,10,1.9726618921908654,666.6222413792166,608.694999998901,29
症,10.126,10,1.0054379230508221,706.6498214283029,622.9824999999255,28
痉,0.0371,10,-1.4306260903849541,821.6612499999977,763.762499998877,20
痒,22.3573,11,1.3494193544065567,703.762678571628,631.0700000020149,28
痔,0.0519,11,-1.2848326421515421,715.5195454542409,696.7174999977285,22
痕,8.7027,11,0.9396540127547522,693.9960344828046,637.089999996591,29
痘,1.5938,12,0.20243382248923303,646.3051785715196,641.6275000015739,28
痛,148.7472,12,2.172448799368692,631.0178571435487,605.4525000001305,28
痞,0.3188,12,-0.4964816872759253,771.2318421057703,722.939999999478,19
痣,1.0971,12,0.040246215057706786,812.4829629638828,784.160000002885,27
痧,0.0148,12,-1.8297382846050425,972.4629999994654,1020.392499999465,10
痨,0.0445,12,-1.3516399890190685,858.9371428580902,832.6324999993665,14
痰,0.6672,13,-0.1757439623703177,772.246304347425,689.634999998845,23
痴,19.9555,13,1.300062613829916,712.0127777775784,669.224999999628,27
痹,0.0445,13,-1.3516399890190685,816.9229545452838,788.454999999347,22
痿,0.0741,13,-1.1301817920206718,971.0640909084573,913.104999999516,11
瘘,0.0371,14,-1.4306260903849541,790.9590909088628,817.519999996759,11
瘟,0.1038,15,-0.9838026464875609,713.6610714289874,670.375000000015,28
瘤,1.5345,15,0.1859668927678414,847.5109090908084,773.1624999996275,22
瘦,63.2913,15,1.8013440161521606,661.206250000163,627.1524999991525,28
瘪,2.0385,15,0.30931071578817554,925.9342307695194,754.900000000372,13
瘫,1.49,15,0.17318626841227402,833.1149999994617,766.1325000007639,28
瘸,0.897,16,-0.047207556955907906,892.3468750000212,809.2799999976414,16
瘾,2.4759,16,0.39373309982900845,768.107999999699,679.829999997164,20
癌,1.4678,17,0.16666688336360985,686.6642307694285,668.5975000003821,26
癖,2.5649,18,0.409070437559028,827.1128571427324,696.954999999609,21
癞,0.0371,18,-1.4306260903849541,856.5160714285888,785.8000000014144,14
癫,0.5708,21,-0.24351603555739068,820.0681999995874,758.189999999944,25
登,20.7932,12,1.3179213308609732,621.8253448277787,593.420000000857,29
白,204.0326,5,2.3096995638424604,534.8083928571515,533.162500000093,28
百,104.4033,6,2.0187142261484277,557.3729310349565,568.200000000186,29
皂,0.1853,7,-0.7321245806811024,636.5124074070627,610.799999998882,27
的,46943.4618,8,4.671575113068309,829.1856896555203,690.475000002887,29
皆,33.8992,9,1.530189449244819,620.6887499999503,592.154999998631,28
皇,15.2261,9,1.182588677769494,571.5784482757806,556.39999999851,29
皋,0.0148,10,-1.8297382846050425,788.0799999994064,703.099999999628,23
皓,0.1186,12,-0.9259153109717562,824.9459615380769,740.8199999984355,26
皮,61.8755,5,1.7915187213778045,563.8256896549999,523.530000000261,29
皱,5.9674,10,0.7757851499557795,762.8508928570642,727.697499999078,28
盂,0.0593,8,-1.2269453066357374,810.6854347831257,702.525000000198,23
盅,0.2446,9,-0.6115435472997334,857.1567857137461,757.3300000000465,14
盆,11.8829,9,1.0749224423540378,579.0784482759977,555.06500000041,29
盈,0.1408,9,-0.8513973451939065,652.9908928568408,613.7449999987145,28
益,5.0556,10,0.7037727051744727,589.3969642856474,585.3700000006935,28
盏,8.636,10,0.9363126336621932,748.1864285715193,673.460000000021,28
盐,55.7005,10,1.7458590936704315,629.073214285984,597.214999998847,28
监,0.8006,10,-0.0965844142309137,592.6963793109442,574.490000001155,29
盒,28.5248,11,1.4552226080700637,578.3548214286177,575.8225000003584,28
盔,0.215,11,-0.6675615400843947,655.201964285889,590.760000002105,28
盖,36.2417,11,1.5592085610606012,572.0117857142549,563.2149999983376,28
盗,12.5352,11,1.0981312675485997,657.8739285711104,609.3124999953435,28
盘,52.4759,11,1.7199598957857747,599.3824137931124,572.905000000726,29
盛,7.8354,11,0.8940611722607044,609.2208928580616,602.7324999999255,28
盟,1.0007,13,3.0389978481245835e-4,702.1569642855337,653.3675000009534,28
目,6.1231,5,0.7869713522159962,515.2653571425803,503.36749999946903,28
盯,29.533,7,1.470307565396138,697.5617307691808,650.1025000015504,26
盲,1.2305,8,0.0900816180388213,624.6835714287497,589.095000001194,28
直,107.9244,8,2.033119642897789,565.8844827583673,556.875000002328,29
相,41.3566,9,1.6165448274279117,689.8957142860925,613.8675000011281,28
盹,0.6449,9,-0.19050762306265814,777.6941176464328,627.509999998612,17
盼,15.8488,9,1.199996384969702,660.9734482763133,611.615000001621,29
盾,5.1668,9,0.7132216509055503,603.7608620689169,577.044999998063,29
省,53.5582,9,1.7288259726864317,599.5143103449759,540.990000000456,29
眉,7.4796,9,0.8738783729396233,612.8299999997452,580.959999999031,29
看,2887.7984,9,3.4605668714379108,581.6655357146052,573.5449999999255,28
真,1918.7843,10,3.2830261562962253,583.413793103274,558.34000000052,29
眠,1.9644,10,0.2932299254595662,653.9237931031405,631.764999998268,29
眨,1.3714,9,0.137164145129356,635.0755357144307,624.627499998966,28
眩,0.5411,10,-0.26672246606741823,741.1211999999895,687.739999999758,25
眯,4.4774,11,0.6510258949268376,738.306296296338,692.579999995418,27
眶,0.089,11,-1.0506099933550872,855.1696296292365,774.564999999944,27
眷,0.126,11,-0.8996294548824371,844.0445833326606,713.5174999965825,24
眸,0.2595,11,-0.5858626378155234,832.2464583337853,763.5100000000091,24
眼,222.2461,11,2.3468341486598425,701.856000000739,625.024999997579,25
着,3054.6256,11,3.484957987142107,601.8546428570771,603.0299999968845,28
睁,6.2639,11,0.7968448158131607,646.2269642848967,603.4525000022255,28
睇,6.1156,12,0.7864390719865588,810.8784374998105,796.0275000024119,16
睑,0.0148,12,-1.8297382846050425,982.158928572592,963.1500000009545,14
睛,0.1334,13,-0.8748441704194698,826.5800000001689,714.16000000044,24
睡,1067.3462,14,3.028305308237122,808.5730769230198,686.787500002305,26
督,2.5056,13,0.3989117403778494,785.4620833337335,643.3499999996275,24
睬,0.3188,13,-0.4964816872759253,907.9978125004202,774.380000000179,16
睹,1.9718,13,0.2948628622779673,739.4986956523346,659.724999997765,23
睾,0.0964,14,-1.0159229660971691,982.6421428562226,970.5674999968614,14
睿,0.0964,14,-1.0159229660971691,756.2550000000607,714.199999998324,25
瞄,5.0408,14,0.7024994666070704,733.6913461548883,677.3150000008754,26
瞅,0.5115,14,-0.29115436195182104,838.4503333334095,717.850000001024,15
瞌,0.0148,15,-1.8297382846050425,827.7693750002278,724.1950000000654,24
瞎,24.1067,15,1.3821377632650416,781.1079310344167,688.645000002114,29
瞒,5.0185,15,0.7005739284858167,718.4161538462301,689.8649999985939,26
瞟,0.2595,16,-0.5858626378155234,783.0948000000986,707.415000000969,25
瞥,0.6004,16,-0.22155931642876717,800.2702083336695,669.4100000003815,24
瞧,52.4314,17,1.7195914542072797,672.9355555554955,669.600000001083,27
瞪,4.9741,17,0.6967145121385073,708.0341071428244,666.4625000013035,28
瞬,0.8747,17,-0.058140873474626445,826.7705769226978,735.8174999999464,26
瞳,0.2817,17,-0.5502131530142267,836.8583333331324,707.20000000298,27
瞻,0.0593,18,-1.2269453066357374,795.95775862065625,775.770000000251,29
瞿,0.0297,18,-1.5272435506827877,822.7059999994823,758.692499999539,20
矛,0.682,5,-0.16621562534352105,602.4205555553567,583.4049999977,27
矜,0.0222,9,-1.6536470255493614,949.6466666670334,823.5100000003586,24
矢,0.3262,5,-0.486516043295743,618.688333333003,567.47499999986,27
矣,6.679,7,0.8247114434647344,638.3088888892439,616.524999997695,27
知,271.8903,8,2.4343937139074,578.2791071425569,561.494999999879,28
矩,0.4744,10,-0.3238553196437938,712.3394827585936,679.869999999646,29
矬,0.089,12,-1.0506099933550872,1027.795625001119,1032.4799999998654,8
短,80.1112,12,1.903693237159983,588.7175862068552,577.699999999255,29
矮,22.7279,13,1.3565593098761022,684.2201724132681,658.520000004675,29
石,16.1082,5,1.2070470131850313,576.3436206893772,541.979999999981,29
矿,4.2031,8,0.6235697228466339,710.6473076925789,666.1825000000536,26
码,24.166,8,1.3832047711486477,750.4481250003982,657.2950000008859,24
砂,7.4944,9,0.8747368690562503,732.6648148149276,693.270000000251,27
砌,0.3262,9,-0.486516043295743,795.4529166666082,762.5999999997434,24
砍,16.3084,9,1.2124113549546551,619.354107143376,597.042500000447,28
研,1.8162,9,0.25916367134021656,788.8038888888407,718.5400000018994,18
砖,7.2869,9,0.8625428096309841,765.464800000632,702.00499999919,25
砣,0.1631,10,-0.7875460389597242,1060.237083333205,1097.7150000001998,12
砰,2.6983,10,0.4310902333646108,751.1836538459111,678.9850000003355,26
破,85.0408,10,1.929627337050886,699.9550000002453,651.514999997802,29
砷,0.3336,10,-0.4767739580342989,926.5329999999534,814.884999999776,15
砸,62.4388,10,1.7954545478435153,780.2668750002164,699.2499999997669,24
砹,0.0222,10,-1.6536470255493614,1274.16499999887,1274.16499999887,1
础,0.0222,10,-1.6536470255493614,916.8005555555878,781.5,9
硅,0.6227,11,-0.20572113427859998,792.5027999990991,711.839999999967,25
硌,0.0741,11,-1.1301817920206718,814.4163636359926,774.007499998901,22
硒,0.0964,11,-1.0159229660971691,922.54474999994045,810.6749999999299,20
硕,0.3336,11,-0.4767739580342989,787.5106521741509,740.775000000372,23
硫,0.8154,11,-0.08862929288386205,745.2797999990148,731.17999999522,25
硬,38.94,12,1.5903959471840128,745.0844230770613,653.8549999969546,26
确,8.7324,12,0.9411336209690765,662.8339999997892,600.524999998044,25
硼,0.0371,13,-1.4306260903849541,826.50704545527,802.922499999171,22
碌,0.1631,13,-0.7875460389597242,791.3021739131595,715.514999999985,23
碍,3.3136,13,0.5203000815493775,696.7922916661764,657.4249999974854,24
碎,61.3269,13,1.7876510121859348,695.0948148144191,644.5,27
碑,1.1045,13,0.043165720207453746,828.5481250002804,773.0250000003725,24
碗,64.4255,13,1.80905779775299,776.1232000001612,709.230000000447,25
碘,0.252,13,-0.5985994592184558,680.3101923076352,670.8724999981059,26
碟,4.9148,14,0.6915058496017965,800.6106000003031,723.335000002291,25
碧,4.7887,14,0.6802176304388065,681.7627586205289,625.655000000028,29
碰,50.4522,13,1.7028801086706187,679.795178571267,632.7474999998815,28
碱,2.4166,14,0.3832047711486476,873.3834000000072,743.179999999469,25
碳,6.301,14,0.7994094796151268,745.690185185091,721.30000000447,27
碴,0.126,14,-0.8996294548824371,795.1652499988268,732.4725000003234,20
碾,2.3128,15,0.3641380786626015,816.9093478266304,756.409999998286,23
磁,0.9933,14,-0.002919564528269182,845.4379545448892,709.2025000001305,22
磅,12.7947,15,1.1070301073492685,803.1991071426767,759.2625000001865,28
磕,2.2461,15,0.35142908784770144,745.9194444444922,652.439999998081,27
磨,12.9429,16,1.1120315957213738,635.8022413796259,598.800000000745,29
磷,1.8532,17,0.2679222915311176,821.4434000002708,735.89499999804,25
示,4.7813,5,0.6795459941155867,599.2663793103641,552.595000001136,29
礼,104.2402,5,2.01803523596252,615.5462068970854,562.324999997392,29
社,3.573,8,0.5530330162024399,727.7610416670526,690.750000001746,24
祇,0.0371,8,-1.4306260903849541,859.847500000027,802.5099999999625,22
祈,0.3632,9,-0.43985416015095247,815.8574074070335,699.645000000717,27
祖,3.321,10,0.5212688755983853,649.5054347832313,590.30000000447,23
祗,0.1112,10,-0.9538952127539614,831.4690476188287,735.329999999842,21
祛,0.3855,10,-0.4139756176130242,731.733684210272,701.619999999763,19
祝,440.5189,10,2.643964546095681,717.922758621014,723.124999996857,29
神,104.2254,10,2.017973570552563,770.54958333322,731.547499999753,24
祠,0.0519,10,-1.2848326421515421,744.7920000002812,664.705000002868,25
祢,0.2001,9,-0.6987529113637886,830.2862500003102,778.7475000005504,4
祥,0.4299,11,-0.36663255488299307,772.6676190475962,677.910000002157,21
票,189.5775,11,2.277786791832783,608.500000000098,576.199999999255,29
祭,7.7391,11,0.8886904583882949,652.8901724130798,648.820000000298,29
祯,0.0297,10,-1.5272435506827877,971.133214285242,907.452499995939,14
祷,0.2001,11,-0.6987529113637886,768.2806250004674,726.990000002843,24
祸,9.7554,11,0.9892450814426069,690.8975862072106,660.325000004377,29
祺,0.1334,12,-0.8748441704194698,833.3372727274881,806.3199999983981,22
禁,18.4136,13,1.2651387047066582,619.617068964844,598.024999999441,29
禄,0.1186,12,-0.9259153109717562,842.4817647058721,802.550000000279,17
禅,0.7487,12,-0.12569216687196103,769.9224999998017,717.2800000024724,28
福,64.0771,14,1.8067028482307184,595.9705357143685,584.362500000396,28
禹,0.0593,9,-1.2269453066357374,680.9253448277939,574.049999999348,29
离,138.8065,11,2.142409803640709,577.0707142856263,568.672500000568,28
禽,0.5856,13,-0.23239893194966454,880.2926190471541,775.46499999892,21
禾,1.4307,5,0.15554857715352957,625.6418518520161,562.959999999264,27
秀,58.636,7,1.768164336169579,591.2503448275385,557.410000001313,29
私,10.0815,7,1.0035251544564605,549.3116071429955,538.0675000000165,28
秃,0.7116,7,-0.14776406058811256,594.1394444442467,578.789999999572,27
秆,0.0297,8,-1.5272435506827877,898.4474000006505,804.089999997814,25
秉,0.9118,8,-0.04010041213405646,686.1641071431201,626.647500000196,28
秋,41.6457,9,1.619570166302743,603.9719642855486,588.5199999993199,28
